network,station,channel,latitude,longitude,elevation,serial_number
KD,12,DPZ,41.44365747,25.663199796414776,274.90568181818185,453006569
KD,202,DPZ,41.43194591593201,25.73512900610765,302.3144476,453007357
KD,22,DPZ,41.446187317274784,25.66577496412181,230.3716714,453014564
KD,203,DPZ,41.43412663741643,25.73513531963456,370.53937677053824,453015730
KD,181,DPZ,41.42643217709943,25.72588766477273,335.2269886363636,453017952
KD,40,DPZ,41.42689662747309,25.67540756186119,310.5269121813031,453018308
KD,220,DPZ,41.44020115484136,25.75010041690935,374.92719546742205,453018462
KD,38,DPZ,41.44358454485835,25.67171084938244,242.42634560906515,453009629
KD,19,DPZ,41.439516310613634,25.666000556818187,246.0321022727273,453004916
KD,76,DPZ,41.42445453977557,25.68756251514773,345.9423295454546,453016814
KD,120,DPZ,41.43449982011332,25.70150211710198,308.63796033994333,453018042
KD,97,DPZ,41.43514204579321,25.69283508449008,339.20991501416427,453018411
KD,230,DPZ,41.440711687898016,25.73908883992351,324.55297450424933,453009448
KD,225,DPZ,41.44050086034375,25.73643066,313.4644886363636,453018157
KD,78,DPZ,41.42897047,25.687271451858354,303.0147309,453009431
KD,36,DPZ,41.43801720502841,25.671986172818183,238.93607954545453,453010509
KD,185,DPZ,41.435774743626055,25.72583786401133,280.0184135977337,453014625
KD,84,DPZ,41.42416876107932,25.690345879620395,373.75070821529744,453010275
KD,21,DPZ,41.44344366431728,25.66651995282436,266.75325779036825,453010913
KD,29,DPZ,41.44298665155241,25.669036574589235,266.67677053824366,453017227
KD,99,DPZ,41.421519258042615,25.69559054023864,408.1071022727273,453010181
KD,87,DPZ,41.43069198,25.68966791,338.2674220963173,453018539
KD,210,DPZ,41.438925528909095,25.73797355822443,354.52386363636367,453010916
KD,215,DPZ,41.43495833664488,25.74411589962784,413.6213068181818,453016694
KD,81,DPZ,41.43628870690057,25.68701197581533,311.8767045454546,453017542
KD,20,DPZ,41.44164430356374,25.665886012288944,296.5376770538244,453014648
KD,15,DPZ,41.43054966713031,25.66635572237677,301.96373937677055,453010893
KD,229,DPZ,41.434948279056655,25.716110722832862,276.8011331444759,453009654
KD,214,DPZ,41.43948235694051,25.74068733710482,335.3444759206799,453010205
KD,7,DPZ,41.44763893609375,25.65992835508807,268.22897727272726,453017809
KD,93,DPZ,41.42632167327479,25.693300812093486,360.8365439093485,453010230
KD,213,DPZ,41.43732634328693,25.74082039631534,357.33011363636365,453018463
KD,18,DPZ,41.43710699052408,25.66639501083853,227.0232294617564,453014764
KD,8,DPZ,41.43466325,25.66330279,235.72351274787533,453010830
KD,86,DPZ,41.42865336,25.69035255478187,326.2586402266289,453010330
KD,2,DPZ,41.43658819167705,25.66064678,303.11954674220965,453009268
KD,17,DPZ,41.43493626,25.66620451513315,275.23512747875355,453009637
KD,94,DPZ,41.42833247307365,25.693627151543907,356.12549575070824,453010817
KD,176,DPZ,41.43076040908239,25.723341507082388,305.59602272727267,453010899
KD,82,DPZ,41.43807309516762,25.687300320082382,277.36846590909096,453015672
KD,92,DPZ,41.42388893436261,25.69309020209915,355.9626062322946,453015350
KD,88,DPZ,41.43337342470738,25.69044681723296,311.78522727272724,453010304
KD,79,DPZ,41.43118158875921,25.68736767562889,311.7660056657224,453010454
KD,47,DPZ,41.442381618501415,25.67450721294617,228.0949008498584,453010798
KD,25,DPZ,41.43311306,25.66908381920904,323.7101694915254,453008825
KD,24,DPZ,41.43083892822379,25.669250820580736,338.8558073654391,453010177
KD,75,DPZ,41.42210850568839,25.687343005167143,435.3087818696884,453009218
KD,221,DPZ,41.44912286174432,25.657811140599435,254.5321022727273,453010294
KD,101,DPZ,41.42588009,25.69605803823796,347.5628895184136,453010706
KD,183,DPZ,41.43109229698583,25.72607486355524,312.0657223796034,453009270
KD,16,DPZ,41.432857602926354,25.666166458447595,305.53852691218134,453016793
KD,35,DPZ,41.43579853256941,25.672168628886684,261.8524079320113,453010190
