network,station,channel,latitude,longitude,elevation,serial_number
SS,10181,DPN,41.421519258042615,25.69559054023864,408.1071022727273,453010181
SS,18539,DPN,41.43069198,25.68966791,338.2674220963173,453018539
SS,10916,DPN,41.438925528909095,25.73797355822443,354.52386363636367,453010916
SS,16694,DPN,41.43495833664488,25.74411589962784,413.6213068181818,453016694
SS,17542,DPN,41.43628870690057,25.68701197581533,311.8767045454546,453017542
SS,14648,DPN,41.44164430356374,25.665886012288944,296.5376770538244,453014648
SS,10893,DPN,41.43054966713031,25.66635572237677,301.96373937677055,453010893
SS,09654,DPN,41.434948279056655,25.716110722832862,276.8011331444759,453009654
SS,10205,DPN,41.43948235694051,25.74068733710482,335.3444759206799,453010205
SS,17809,DPN,41.44763893609375,25.65992835508807,268.22897727272726,453017809
SS,10230,DPN,41.42632167327479,25.693300812093486,360.8365439093485,453010230
SS,18463,DPN,41.43732634328693,25.74082039631534,357.33011363636365,453018463
SS,14764,DPN,41.43710699052408,25.66639501083853,227.0232294617564,453014764
SS,10830,DPN,41.43466325,25.66330279,235.72351274787533,453010830
SS,10330,DPN,41.42865336,25.69035255478187,326.2586402266289,453010330
SS,09268,DPN,41.43658819167705,25.66064678,303.11954674220965,453009268
SS,09637,DPN,41.43493626,25.66620451513315,275.23512747875355,453009637
SS,10817,DPN,41.42833247307365,25.693627151543907,356.12549575070824,453010817
SS,10899,DPN,41.43076040908239,25.723341507082388,305.59602272727267,453010899
SS,15672,DPN,41.43807309516762,25.687300320082382,277.36846590909096,453015672
SS,15350,DPN,41.42388893436261,25.69309020209915,355.9626062322946,453015350
SS,10304,DPN,41.43337342470738,25.69044681723296,311.78522727272724,453010304
SS,10454,DPN,41.43118158875921,25.68736767562889,311.7660056657224,453010454
SS,10798,DPN,41.442381618501415,25.67450721294617,228.0949008498584,453010798
SS,08825,DPN,41.43311306,25.66908381920904,323.7101694915254,453008825
SS,10177,DPN,41.43083892822379,25.669250820580736,338.8558073654391,453010177
SS,09218,DPN,41.42210850568839,25.687343005167143,435.3087818696884,453009218
SS,10294,DPN,41.44912286174432,25.657811140599435,254.5321022727273,453010294
SS,10706,DPN,41.42588009,25.69605803823796,347.5628895184136,453010706
SS,09270,DPN,41.43109229698583,25.72607486355524,312.0657223796034,453009270
SS,16793,DPN,41.432857602926354,25.666166458447595,305.53852691218134,453016793
SS,10190,DPN,41.43579853256941,25.672168628886684,261.8524079320113,453010190
SS,10359,DPN,41.42710789,25.687234559039663,329.7742209631728,453010359
SS,15753,DPN,41.440738737490086,25.668489833348445,226.9963172804533,453015753
SS,14837,DPN,41.43601711143343,25.689521559017003,317.4889518413598,453014837
SS,18536,DPN,41.43536377242776,25.66906930688952,275.4249291784703,453018536
SS,14753,DPN,41.444626116005686,25.66848417803693,249.9630681818182,453014753
SS,16870,DPN,41.44081644994334,25.65946864164589,338.1713881,453016870
SS,10199,DPN,41.44297563,25.66011598816193,321.4056818181818,453010199
SS,04275,DPN,41.42113483946459,25.699106323419265,312.1385269121813,453004275
SS,10737,DPN,41.43255434371671,25.720467247892355,287.9648725212465,453010737
SS,17456,DPN,41.42929794428895,25.70243222992352,292.6807365439093,453017456
SS,17723,DPN,41.4330939,25.68687366430878,291.67507082152974,453017723
SS,17613,DPN,41.43079303120397,25.69327784,352.0031161473088,453017613
SS,10373,DPN,41.41747066572805,25.711201457983005,405.4934844192635,453010373
SS,10890,DPN,41.438436408419264,25.660020024073653,310.54475920679886,453010890
SS,10891,DPN,41.436713491501415,25.69910283381303,248.29830028328607,453010891
SS,16788,DPN,41.42818160010199,25.696023408849857,345.5201133144476,453016788
SS,16878,DPN,41.42972565155241,25.699166408878185,317.17450424929183,453016878
SS,09228,DPN,41.43531660434278,25.695921736577905,277.74787535410763,453009228
SS,17858,DPN,41.43458450946459,25.66103200330595,305.2798866855524,453017858
SS,09515,DPN,41.424150740531246,25.714062725400563,340.6931818181818,453009515
SS,10776,DPN,41.43468416196317,25.741094018869685,416.55609065155807,453010776
SS,10409,DPN,41.42141302548442,25.69070424693201,410.0985835694051,453010409
SS,16798,DPN,41.42970031106534,25.705449094221592,306.6411931818182,453016798
SS,14768,DPN,41.42763596209375,25.702465471607955,293.3994318181818,453014768
SS,04973,DPN,41.43766821154107,25.69343634609065,270.7538243626062,453004973
SS,05179,DPN,41.42534237,25.705171571300284,319.2226628895184,453005179
SS,18352,DPN,41.42452161425213,25.70787125778753,329.2195467422096,453018352
SS,14457,DPN,41.43252252,25.69935854723796,294.30113314447595,453014457
SS,10820,DPN,41.425247999067984,25.702244660997167,301.1342776203966,453010820
SS,04909,DPN,41.43640999008498,25.734925243175635,355.1617563739377,453004909
SS,10740,DPN,41.425441895189806,25.678341522665725,362.0736543909349,453010740
SS,15016,DPN,41.445524160050994,25.65990183948158,275.1900849858357,453015016
SS,15576,DPN,41.41861241266572,25.70354396690936,408.0,453015576
SS,18365,DPN,41.43611242871671,25.731924171373933,296.45184135977337,453018365
SS,09220,DPN,41.43678028282153,25.738247737943343,377.9192634560907,453009220
SS,18340,DPN,41.42205944521529,25.72634176962323,419.4869688,453018340
SS,15255,DPN,41.438689100389205,25.73490711460511,326.6085227272727,453015255
SS,09501,DPN,41.42856805,25.71424147876204,283.63654390934846,453009501
SS,15249,DPN,41.43358726908499,25.71117164,256.17620396600563,453015249
SS,16203,DPN,41.426916797835226,25.70787650712216,295.4536931818181,453016203
SS,15869,DPN,41.42975218225495,25.71651939802833,340.14504249291787,453015869
SS,10386,DPN,41.43434302729661,25.682178971271185,268.8454802259887,453010386
SS,05283,DPN,41.43121110057507,25.711149693597733,283.7929178470255,453005283
SS,17683,DPN,41.430714389518414,25.714169578382435,314.9286119,453017683
SS,18895,DPN,41.441168608617566,25.662772923073653,299.1589235127479,453018895
SS,10202,DPN,41.43833691713637,25.73186596542898,293.5713068181818,453010202
SS,17024,DPN,41.42803534421247,25.69996538101983,277.5039660056657,453017024
SS,10691,DPN,41.42401374267138,25.723323209637392,354.6,453010691
SS,17534,DPN,41.43518064,25.711971547708213,266.4980169971671,453017534
SS,18940,DPN,41.425749587830026,25.72023407,328.9084985835694,453018940
SS,10915,DPN,41.42270412558641,25.69923372851558,290.4691218130312,453010915
SS,17455,DPN,41.42823693466193,25.717116295923294,329.6744318181818,453017455
SS,09574,DPN,41.43660053449575,25.71623443,259.1399433427762,453009574
SS,15007,DPN,41.44597467706799,25.66279874269405,253.2730878186969,453015007
SS,10841,DPN,41.43913608665625,25.663073802068187,278.4443181818182,453010841
SS,05230,DPN,41.42836905712181,25.72060389566005,327.9895184135977,453005230
SS,10705,DPN,41.41999195089235,25.70812180218131,365.4254957507082,453010705
SS,09548,DPN,41.440915964107646,25.68177462513597,245.09291784702552,453009548
SS,05038,DPN,41.41738614534659,25.708157086184656,396.1002841,453005038
SS,10368,DPN,41.43305311661473,25.71680464117847,288.45240793201134,453010368
SS,10197,DPN,41.41968832199148,25.726381899622154,349.09829545454545,453010197
SS,10591,DPN,41.43766922190368,25.726918898946177,266.25070821529744,453010591
SS,16980,DPN,41.43182151611364,25.70500824242613,283.3017045454545,453016980
SS,17859,DPN,41.42853667894051,25.72321853,317.33342776203966,453017859
SS,10845,DPN,41.43266040367139,25.72295018273088,285.9257790368272,453010845
SS,10898,DPN,41.42317726,25.705365880070826,337.8286119,453010898
SS,18531,DPN,41.42072868793484,25.70296084516714,361.8348441926346,453018531
SS,10721,DPN,41.42543298,25.699342077427765,283.32237960339944,453010721
SS,14972,DPN,41.42378572,25.696629167124648,347.7424929,453014972
